n,rn,dn0,dn1,dn2,dn3,dn4
11001,0.000006386691792,-11.35411357416860,14268.0901764348,-2.84658760009993E-04,-1.26483429115611E-07,4.19945610577079E-10
11002,0.000005989240290,-72.92217988311850,14403.8528571072,-4.36951167772319E-04,-3.77202303270266E-07,1.65592960919773E-09
11003,0.000006070192898,8.98543508663196,8269.1109278602,-2.18475583886159E-04,-1.88601151635133E-07,8.27964804598865E-10
11004,0.000006971231755,-4.42828378071857,-839.0015608583,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
11005,0.000006110941507,40.98429559813460,6789.8968618441,2.14121562391459E-04,3.23527029230850E-07,-1.58514681175573E-09
11006,0.000006601266642,4.54384757837192,5326.5102779055,-2.18475583886159E-04,-1.88601151635133E-07,8.27964804598865E-10
11007,0.000006050620057,13.71411181695100,33837.1350891169,6.09169631049304E-04,1.00287549661861E-06,-4.94393599448260E-09
11008,0.000006673650805,-4.36774480699005,16642.4265161087,3.04584815524652E-04,5.01437748309309E-07,-2.47196799724130E-09
11009,0.000008049465600,13.61083094763390,33472.5000528342,6.09169631049304E-04,1.00287549661861E-06,-4.94393599448260E-09
11010,0.000006120528909,23.76515419010430,7193.8375491098,-2.18475583886159E-04,-1.88601151635133E-07,8.27964804598865E-10
11011,0.000008097850147,7.95212624563379,23649.2770104509,4.56877223286978E-04,7.52156622463964E-07,-3.70795199586195E-09
11012,0.000007381281374,131.33279091906700,23873.1766830824,4.56877223286978E-04,7.52156622463964E-07,-3.70795199586195E-09
11013,0.000006411019368,-23.19757211102260,8353.6126965381,8.82862423858425E-05,2.45373657876317E-07,-1.26541218906399E-09
11014,0.000006411019368,-24.76708855820650,-8303.7701527088,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
11015,0.000006749012683,-2.65817381376665,23225.0891861038,-1.32366352247667E-04,1.24235445039043E-07,-8.16038388043571E-10
11016,0.000005971261287,3.67305391537441,691.5859635122,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
11017,0.000006429207352,16.72290108147590,16573.2716326356,1.19200819700409E-04,2.81777735414415E-07,-1.43999359563154E-09
11018,0.000006313071646,-6.82000718036810,23844.7850080206,8.61092316384925E-05,3.12836596674176E-07,-1.64400319264243E-09
11019,0.000006129585803,-49.38596974957540,26734.2793265475,8.61092316384925E-05,3.12836596674176E-07,-1.64400319264243E-09
11020,0.000006263702204,1.04791651360835,31928.4327027871,-1.32366352247667E-04,1.24235445039043E-07,-8.16038388043571E-10
11021,0.000006397297309,-18.67129904536040,6032.6987563380,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
11022,0.000006881315619,-162.95480393591700,8319.9605793024,1.52292407762326E-04,2.50718874154654E-07,-1.23598399862065E-09
11023,0.000007572362576,5.32833852963409,7265.6092716358,-2.18475583886159E-04,-1.88601151635133E-07,8.27964804598865E-10
11024,0.000006862571417,30.12315253880030,7229.7029452206,-2.18475583886159E-04,-1.88601151635133E-07,8.27964804598865E-10
11025,0.000008128419062,6.78406897056835,13606.0353749271,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
11026,0.000006647931303,5.07548752272354,14825.4291913214,3.04584815524652E-04,5.01437748309309E-07,-2.47196799724130E-09
11027,0.000006226375885,-7.36385840687442,7833.5102948633,-2.51567171948076E-04,-1.57542290375372E-07,6.23955207587972E-10
11028,0.000006970814909,-5.76860781577947,23835.3630872086,2.69316216715385E-04,5.99959548366928E-07,-3.05456859783063E-09
11029,0.000006798334589,21.73472653763840,32515.6058479095,2.38401639400818E-04,5.63555470828831E-07,-2.87998719126308E-09
11030,0.000006870328130,173.94910609397600,8337.4222699445,1.52292407762326E-04,2.50718874154654E-07,-1.23598399862065E-09
11031,0.000006097674513,-32.34074844076570,14912.9214516850,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
11032,0.000006360847185,-107.51354257651300,18206.5133924345,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
11033,0.000007874303712,23.37616074458670,34322.9763420340,2.38401639400818E-04,5.63555470828831E-07,-2.87998719126308E-09
11034,0.000007034502775,26.05594627847830,-3488.4868614223,-1.21377830447759E-04,-2.14314796616557E-07,1.06140259205310E-09
11035,0.000006781065652,-29.31298911276300,14391.7249983550,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
