n,rn,dn0,dn1,dn2,dn3,dn4
8001,0.000014804925513,23.85571293330230,10488.7425053866,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
8002,0.000017600722728,19.85827278559580,5965.0742788935,-2.18475583886159E-04,-1.88601151635133E-07,8.27964804598865E-10
8003,0.000015285330830,67.19314937665030,15542.9447456926,-3.15573337324560E-04,-1.62887506653709E-07,5.94527017144623E-10
8004,0.000015285330830,-40.11609687284430,15542.5638342709,1.83206985076893E-04,2.87122951692752E-07,-1.41056540518819E-09
8005,0.000012834339591,36.27012128257270,8061.9245817571,3.09145773145667E-05,3.64040775380977E-08,-1.74581406567543E-10
8006,0.000013115350613,9.20499312757430,8833.4287889721,-2.18475583886159E-04,-1.88601151635133E-07,8.27964804598865E-10
8007,0.000013278167422,11.37205393692980,14.7185084257,-3.70767991648486E-04,-4.39320025789787E-07,2.06394880321951E-09
8008,0.000012590310051,-36.96476486932100,-795.8727535185,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
8009,0.000012616538679,2.61849244312742,8883.4026803159,1.83206985076893E-04,2.87122951692752E-07,-1.41056540518819E-09
8010,0.000012616538679,-5.23420931123597,-7773.9801689310,-1.21377830447759E-04,-2.14314796616557E-07,1.06140259205310E-09
8011,0.000016239501295,8.12791875800210,9489.6776815476,1.52292407762326E-04,2.50718874154654E-07,-1.23598399862065E-09
8012,0.000013410059197,34.49104121866380,14941.1074115208,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
8013,0.000012739244257,2.85157845184460,363.4620989896,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
8014,0.000013221286928,22.83690566152820,23384.4133949188,-2.84658760009993E-04,-1.26483429115611E-07,4.19945610577079E-10
8015,0.000012619655059,10.50036983518800,16597.8642721754,-9.70977534384004E-05,2.57136449814237E-08,-2.33437787454241E-10
8016,0.000016876149933,60.29295036398790,30910.7069440835,-1.32366352247667E-04,1.24235445039043E-07,-8.16038388043571E-10
8017,0.000012761253464,-37.10608722665760,22851.9889874243,-2.84658760009993E-04,-1.26483429115611E-07,4.19945610577079E-10
8018,0.000012548240101,13.81034441726570,-1636.2866044214,-3.70767991648486E-04,-4.39320025789787E-07,2.06394880321951E-09
8019,0.000015504035329,13.00722543766670,16661.1961410600,3.04584815524652E-04,5.01437748309309E-07,-2.47196799724130E-09
8020,0.000012883017096,-47.52673205315140,1159.7123695296,-3.70767991648486E-04,-4.39320025789787E-07,2.06394880321951E-09
8021,0.000015482702665,2.69801478019954,16653.5695574337,3.04584815524652E-04,5.01437748309309E-07,-2.47196799724130E-09
8022,0.000014271413599,-35.44587703220410,-9095.9074859504,9.49207426910504E-05,4.17492938164346E-08,-1.45153216124195E-10
8023,0.000016237711370,29.09430154365700,33208.3477827689,-1.32366352247667E-04,1.24235445039043E-07,-8.16038388043571E-10
8024,0.000014713664859,19.73172005369330,24230.6852568430,1.17023808953059E-04,3.49240674212273E-07,-1.81858459920998E-09
8025,0.000017519489576,24.21971339905390,46956.8494898245,1.72218463276985E-04,6.25673193348352E-07,-3.28800638528487E-09
