n,un,Bn0,Bn1,Bn2,Bn3,Bn4
3001,0.000067332636908,7.05512820789967,-8468.4110465010,-1.21377830447759E-04,-2.14314796616557E-07,1.06140259205310E-09
3002,0.000066381118878,47.60502103109910,23173.1112265477,-1.30189341500317E-04,5.67725062411845E-08,-4.37447384465134E-10
3003,0.000077145611397,14.54129956615680,13964.1114556107,-2.51567171948076E-04,-1.57542290375372E-07,6.23955207587972E-10
3004,0.000070198035315,45.91362726996260,16761.7985526062,8.82862423858425E-05,2.45373657876317E-07,-1.26541218906399E-09
3005,0.000070191382377,-28.52203799315960,16762.5166116238,8.82862423858425E-05,2.45373657876317E-07,-1.26541218906399E-09
3006,0.000067565343582,7.94116784449210,-164.2933099396,-1.85383995824243E-04,-2.19660012894893E-07,1.03197440160975E-09
3007,0.000084342742543,-60.97787166035890,8431.1666925476,8.82862423858425E-05,2.45373657876317E-07,-1.26541218906399E-09
3008,0.000084342742543,67.37527480076290,8435.7656224356,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
3009,0.000066833844617,18.41382187624270,-9508.2798148588,-3.06761826272002E-04,-4.33974809511451E-07,2.09337699366286E-09
3010,0.000091075084776,17.02351917798260,39847.5613573343,1.74395474024335E-04,5.58210254550494E-07,-2.90941538170643E-09
3011,0.000068597039600,5.58253456952780,4754.9650839416,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3012,0.000078552972061,17.31544259397310,17111.0259234055,1.50115397014976E-04,3.18181812952513E-07,-1.61457500219908E-09
3013,0.000066236597136,-1.91694462228508,5100.4124504683,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3014,0.000068749341104,15.56782606634130,9151.9452419673,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3015,0.000091589779983,25.64847557406170,18582.1473146575,1.50115397014976E-04,3.18181812952513E-07,-1.61457500219908E-09
3016,0.000067802652583,-2.62987312131814,15986.6573383633,1.50115397014976E-04,3.18181812952513E-07,-1.61457500219908E-09
3017,0.000090371840237,-5.71154791047467,-7635.4240086077,-3.68590980901135E-04,-5.06782964587646E-07,2.44253980679795E-09
3018,0.000091266176360,7.00726515446663,-1448.1309518867,3.09145773145667E-05,3.64040775380977E-08,-1.74581406567543E-10
3019,0.000091077206891,9.67325287008905,16990.8852418684,-9.70977534384004E-05,2.57136449814237E-08,-2.33437787454241E-10
3020,0.000067913666561,39.54608038148580,24535.8359270473,-9.70977534384004E-05,2.57136449814237E-08,-2.33437787454241E-10
3021,0.000065292573492,13.03680778788510,-8449.6754928323,-3.06761826272002E-04,-4.33974809511451E-07,2.09337699366286E-09
3022,0.000067160839486,-38.86173439336960,16897.1443160972,8.82862423858425E-05,2.45373657876317E-07,-1.26541218906399E-09
3023,0.000066399251384,8.16328736991616,9114.7428397483,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
3024,0.000065531632520,-57.10973958557000,9083.3492452683,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3025,0.000064420830954,-9.89091684398924,9870.9164379055,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3026,0.000064129429261,10.01044965902250,-1454.6899074858,-1.54469418509676E-04,-1.83255935356796E-07,8.57392995042214E-10
3027,0.000087945663415,-1.95295191562917,23958.1715040175,-3.48664925386477E-04,-1.31828645393948E-07,3.90517420133731E-10
3028,0.000081879308673,-16.14235516136120,7357.6860977233,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3029,0.000075245429139,9.76736507325799,-7288.1846758678,9.49207426910504E-05,4.17492938164346E-08,-1.45153216124195E-10
3030,0.000073953169494,-4.72410244359503,4234.1884177540,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3031,0.000065517093992,15.84303480517650,23740.9338321208,-1.30189341500317E-04,5.67725062411845E-08,-4.37447384465134E-10
3032,0.000085309045582,5.95593967620452,9612.5290665706,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
3033,0.000090000075390,4.05991412587986,-9548.0947167567,-3.06761826272002E-04,-4.33974809511451E-07,2.09337699366286E-09
3034,0.000080867871270,46.85178264075270,7805.5108884041,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
3035,0.000065279834468,-1.65277253872181,32225.2820683010,2.21030662620089E-05,3.07491380395839E-07,-1.67343138308578E-09
3036,0.000090000000000,23.38090966557160,39552.7317845792,-2.27189162575133E-04,8.24425179913084E-08,-6.71612392441040E-10
3037,0.000090000000000,23.07783344356640,22199.5328858701,-4.67476806704912E-04,-3.46716200893368E-07,1.50708696096029E-09
3038,0.000090000000000,20.86801595742700,14985.4100001866,-2.54133121077401E-04,-1.56969531492509E-07,5.68788258814518E-10
3039,0.000090000000000,6.62889594588436,17005.4640949754,-3.75127548842759E-04,-3.03202233759063E-07,1.32155361333648E-09
3040,0.000090000000000,16.51971824538030,32899.4567801868,5.02558297200830E-05,3.44555483279399E-07,-1.90172529738345E-09
3041,0.000090000000000,16.37416506887750,41714.4748088613,5.75980110623803E-04,1.03397799110967E-06,-5.14721837097183E-09
3042,0.000090000000000,18.66980772064790,22895.3489353323,-5.31773978099785E-04,-4.18995230318001E-07,1.80035560480026E-09
3043,0.000079871785574,4.57809139672869,6533.2382991890,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3044,0.000068759601049,10.09757510468450,-106.9169710900,2.47213150453376E-04,2.92468167971089E-07,-1.38113721474484E-09
3045,0.000075004930484,23.63032548188630,14245.7987368364,-2.20652594633509E-04,-1.21138212837274E-07,4.49373801020428E-10
3046,0.000088981045692,-32.41658625236150,279.5763687482,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
3047,0.000085527845713,53.09790881688280,23801.4188115933,-1.30189341500317E-04,5.67725062411845E-08,-4.37447384465134E-10
3048,0.000082596520811,-20.74627050531330,-1338.8479978270,-1.54469418509676E-04,-1.83255935356796E-07,8.57392995042214E-10
3049,0.000063564660246,207.15569375571300,8434.7357468497,-2.82481749262643E-04,-1.93946367913470E-07,7.98536614155516E-10
3050,0.000063564660246,203.89988326889900,-8432.1965681335,-1.54469418509676E-04,-1.83255935356796E-07,8.57392995042214E-10
3051,0.000073105142679,-0.35343229170154,-1309.5747915634,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
3052,0.000081940378161,0.76516056502668,4549.6571264349,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3053,0.000084217606451,-41.45145353887170,16789.7665592889,1.50115397014976E-04,3.18181812952513E-07,-1.61457500219908E-09
3054,0.000071635180986,13.00677629745090,18176.5071065465,8.82862423858425E-05,2.45373657876317E-07,-1.26541218906399E-09
3055,0.000063815697361,27.72360938314270,-1105.9920608823,-1.85383995824243E-04,-2.19660012894893E-07,1.03197440160975E-09
3056,0.000073540398758,4.39362045168892,4807.9341811528,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3057,0.000088132084988,40.38722687399250,-70.0269030119,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
3058,0.000066187421951,-2.55944653136231,30978.4326471540,2.36224628653468E-04,6.31018409626689E-07,-3.25857819484152E-09
3059,0.000076744550416,10.54114252270790,-8438.8616515365,9.49207426910504E-05,4.17492938164346E-08,-1.45153216124195E-10
3060,0.000087492855808,13.37945944283810,621.7486294464,-1.85383995824243E-04,-2.19660012894893E-07,1.03197440160975E-09
3061,0.000064329471783,20.20608217983250,25179.8665203532,-1.30189341500317E-04,5.67725062411845E-08,-4.37447384465134E-10
3062,0.000070707089994,7.36922601675000,6636.0850694689,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3063,0.000065368112312,56.59336829865500,7268.5477400818,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3064,0.000085072918195,30.26439459976720,11590.2531534534,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3065,0.000084405284748,42.70165266353750,8258.6645216115,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
3066,0.000073993591220,12.99472523200720,31283.5833173583,2.21030662620089E-05,3.07491380395839E-07,-1.67343138308578E-09
3067,0.000065694168105,-33.19047584958400,105.1337623770,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
3068,0.000065690969242,41.16003982979870,104.4157033593,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
3069,0.000065974556934,19.05148575696170,24082.1586418957,-1.30189341500317E-04,5.67725062411845E-08,-4.37447384465134E-10
3070,0.000088178087418,29.83186009640630,40698.0376465341,-1.96372517624150E-04,1.18890228760706E-07,-8.45466578486919E-10
3071,0.000065804275355,-41.17880051400930,8568.4528914738,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
3072,0.000085781989008,4.16987535618896,-7673.1613677219,-3.68590980901135E-04,-5.06782964587646E-07,2.44253980679795E-09
3073,0.000087268594437,-1.38035351393047,8428.0364524537,-2.20652594633509E-04,-1.21138212837274E-07,4.49373801020428E-10
3074,0.000087698454255,-17.35968072272870,8180.1305986832,-2.82481749262643E-04,-1.93946367913470E-07,7.98536614155516E-10
3075,0.000063523716565,7.65807872944557,10159.4816209946,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
3076,0.000062782664805,18.65060676186140,10442.3418395135,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3077,0.000062947602785,86.56900264945470,105.4793647843,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
3078,0.000075709235111,1.23041308662899,-25107.7696875460,-6.11346641796654E-04,-9.35412557820760E-07,4.56534499090416E-09
3079,0.000078164946699,4.42215745337438,-8415.4324735509,-3.37676403586569E-04,-4.70378887049548E-07,2.26795840023040E-09
3080,0.000062926318354,-78.59926706434050,104.0701009520,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
3081,0.000087066602451,0.26514017231653,-9541.5357611576,-1.21377830447759E-04,-2.14314796616557E-07,1.06140259205310E-09
3082,0.000066188837300,91.83469917544530,8384.1427017480,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3083,0.000086804307606,13.76741712118280,22980.6290423511,3.02407804777302E-04,5.68900687107167E-07,-2.85055900081973E-09
3084,0.000087503516752,20.41834301783680,12756.6968241144,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
3085,0.000072710892779,1.74499063955833,13113.6351664108,1.19200819700409E-04,2.81777735414415E-07,-1.43999359563154E-09
3086,0.000065526676671,-47.37598540985380,8127.0138911938,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3087,0.000087119692469,35.37986147946250,28692.4720837892,-1.30189341500317E-04,5.67725062411845E-08,-4.37447384465134E-10
3088,0.000083845442424,25.47199069599200,18556.4101650412,-2.82481749262643E-04,-1.93946367913470E-07,7.98536614155516E-10
3089,0.000062932161438,-30.29208350523310,16829.5814611869,1.50115397014976E-04,3.18181812952513E-07,-1.61457500219908E-09
3090,0.000080000000000,5.01246937066635,5886.4656495172,-2.77638250760997E-05,2.98260770314354E-08,-9.51301405073131E-11
3091,0.000080000000000,32.54776566370490,39485.1933100000,-1.65457940309584E-04,1.55294306298803E-07,-1.02004798505446E-09
3092,0.000080000000000,24.54951160550330,31642.8284894276,5.56815250694842E-05,3.43279065819774E-07,-1.79357306140153E-09
3093,0.000080000000000,7.16756396236069,-1395.1713304144,2.47213150453376E-04,2.92468167971089E-07,-1.38113721474484E-09
3094,0.000064725568976,48.74410113309760,30983.0350470368,-6.83601868711836E-05,1.29580661317380E-07,-7.86610197600222E-10
3095,0.000064082397875,-19.13205718474870,16869.3963630848,1.50115397014976E-04,3.18181812952513E-07,-1.61457500219908E-09
3096,0.000061420904362,77.79180425436260,6425.6236172583,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3097,0.000080201523356,99.85690979360260,8423.9576036459,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3098,0.000086472488266,3.79533180439065,-1109.1806212672,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
3099,0.000063025606566,-22.98753859821850,-416.2940712076,-1.54469418509676E-04,-1.83255935356796E-07,8.57392995042214E-10
3100,0.000075739641873,-106.73945434366400,16760.4266136378,-2.82481749262643E-04,-1.93946367913470E-07,7.98536614155516E-10
3101,0.000062858842500,8.72706376837629,7143.7809054122,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3102,0.000073433826750,26.75548909775000,31243.2524100429,-3.48664925386477E-04,-1.31828645393948E-07,3.90517420133731E-10
3103,0.000069753042806,-2.94328449133678,-1674.2098278461,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
3104,0.000074867353158,13.74169664115330,7119.5974137457,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3105,0.000076181658410,47.78500636439650,5853.0252783572,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3106,0.000061095693572,5.93990389243746,15313.4677793782,-2.82481749262643E-04,-1.93946367913470E-07,7.98536614155516E-10
3107,0.000060707077109,9.89883923505173,8336.4063515698,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3108,0.000080874928265,14.38469418400960,6470.6712661892,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
3109,0.000072457126858,24.54869644486740,12017.0555506016,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
3110,0.000070985841491,17.58550158380610,8628.4123897899,-2.18475583886159E-04,-1.88601151635133E-07,8.27964804598865E-10
3111,0.000063739694238,22.64347442026410,23945.0688523344,-9.92747641857504E-05,9.31765837792822E-08,-6.12028791032678E-10
3112,0.000068658852308,12.48910896916760,6544.9702713782,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
