n,vn,an0,an1,an2,an3,an4
9001,0.000021463113122,-4.78422405567607,17087.5823272039,-9.70977534384004E-05,2.57136449814237E-08,-2.33437787454241E-10
9002,0.000019713299927,5.43844853058607,-23.4721461997,3.09145773145667E-05,3.64040775380977E-08,-1.74581406567543E-10
9003,0.000023052850847,4.81009822204911,14906.9685383671,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
9004,0.000017673110225,12.18190832510640,15855.5931663464,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
9005,0.000024239977584,9.59541902362372,-8099.9637648700,-3.37676403586569E-04,-4.70378887049548E-07,2.26795840023040E-09
9006,0.000020040883798,7.85017706370756,13093.5136737331,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
9007,0.000019417256526,162.16972126216200,8327.8311500263,1.19200819700409E-04,2.81777735414415E-07,-1.43999359563154E-09
9008,0.000019417256526,157.45861216138800,-8329.5516992206,-1.85383995824243E-04,-2.19660012894893E-07,1.03197440160975E-09
9009,0.000020955702973,14.79397601520530,8823.8308531835,-2.18475583886159E-04,-1.88601151635133E-07,8.27964804598865E-10
9010,0.000018919347477,15.63208285331030,16415.5372782952,1.19200819700409E-04,2.81777735414415E-07,-1.43999359563154E-09
9011,0.000024432582009,9.93068617121877,6105.9932616924,-4.03859579710402E-04,-4.08261164530027E-07,1.85993920620862E-09
9012,0.000018164088693,-9.55649937622187,7213.7776373682,-1.32366352247667E-04,1.24235445039043E-07,-8.16038388043571E-10
9013,0.000017520072036,-19.47016025946630,-244.1467708931,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
9014,0.000019532365774,25.84660527031430,39491.7522655991,1.99260555146589E-05,3.74954319193697E-07,-2.05202238666422E-09
9015,0.000021382414918,-88.19775478565340,15478.6665144743,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
9016,0.000019738472703,29.27291535607690,32864.4931406778,-1.32366352247667E-04,1.24235445039043E-07,-8.16038388043571E-10
9017,0.000017629541809,-9.23308047792655,-849.8546615253,1.52292407762326E-04,2.50718874154654E-07,-1.23598399862065E-09
9018,0.000020616644767,19.48768561263810,6440.6401643904,-1.56646429257026E-04,-1.15792996558937E-07,4.78801991463777E-10
9019,0.000017703633377,14.83429591338180,15906.2163889713,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
9020,0.000018116772430,-25.63925747207880,-7214.3480933485,3.04584815524652E-04,5.01437748309309E-07,-2.47196799724130E-09
9021,0.000019879440856,70.75264262898000,47743.2437451685,1.72218463276985E-04,6.25673193348352E-07,-3.28800638528487E-09
9022,0.000020124772552,21.13519084434020,11361.5254937000,1.83206985076893E-04,2.87122951692752E-07,-1.41056540518819E-09
9023,0.000017864366935,20.50320561340890,6102.0641384094,-5.89243575534645E-04,-6.27921177424921E-07,2.89191360781838E-09
9024,0.000018810990472,3.06235508201006,-14.3263264984,-1.85383995824243E-04,-2.19660012894893E-07,1.03197440160975E-09
9025,0.000019743748453,-20.63079078469910,5889.5325243989,-1.56646429257026E-04,-1.15792996558937E-07,4.78801991463777E-10
9026,0.000023865065719,19.29992011358360,17523.2370189962,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
9027,0.000021158828202,-12.79234691996730,17286.0190666672,4.56877223286978E-04,7.52156622463964E-07,-3.70795199586195E-09
9028,0.000019780547239,48.08869743963760,786.3942553440,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
9029,0.000019722888630,60.42069438840310,5890.2371563150,-1.56646429257026E-04,-1.15792996558937E-07,4.78801991463777E-10
9030,0.000021281486054,21.09838360822830,1165.9449978807,-3.70767991648486E-04,-4.39320025789787E-07,2.06394880321951E-09
9031,0.000017352701970,10.37779966591590,15052.0240885919,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
9032,0.000019057764608,-41.21321409402350,16266.2337071115,-6.61831761238336E-05,6.21177225195215E-08,-4.08019194021785E-10
9033,0.000021854926101,19.75325172536420,23250.6162961287,8.61092316384925E-05,3.12836596674176E-07,-1.64400319264243E-09
9034,0.000021335342961,28.11820370720030,-1115.1808487976,-3.70767991648486E-04,-4.39320025789787E-07,2.06394880321951E-09
9035,0.000023905614433,7.38704813148152,-13.6149810315,-1.85383995824243E-04,-2.19660012894893E-07,1.03197440160975E-09
9036,0.000024508257473,9.87719921514246,25031.3304296670,-1.61103918814884E-04,2.03684287030868E-08,-2.62865977897590E-10
9037,0.000018105890429,-47.35872812103240,8328.2686135574,3.35499392839219E-04,5.37841825847407E-07,-2.64654940380884E-09
9038,0.000018105890429,-52.06983722180600,-8329.1142356895,3.09145773145667E-05,3.64040775380977E-08,-1.74581406567543E-10
9039,0.000023425411593,35.37951155872760,29531.4736446475,8.61092316384925E-05,3.12836596674176E-07,-1.64400319264243E-09
