n,un,Bn0,Bn1,Bn2,Bn3,Bn4
1001,0.006153512408834,23.29559317218610,7149.1030343881,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
1002,0.008458781608751,20.83512154196990,6520.7954493426,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
1003,0.006250095170644,11.43922900135610,7106.6583001740,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
1004,0.006425282492833,-17.74202119156930,25088.5478067970,3.92871057910494E-04,7.46811406185627E-07,-3.73738018630530E-09
1005,0.006886802281610,46.85622478033830,8433.8184734497,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
1006,0.006885616315006,-34.17563228757980,8433.1138415335,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
1007,0.006210970588195,15.52292086166930,7111.9179648064,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
1008,0.008340000000000,7.06616696948279,25266.6414253507,-1.61201851178468E-04,2.04120619343866E-08,-2.62138757375926E-10
1009,0.008300058570152,6.19229170640275,8826.4871271846,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
1010,0.006159608774446,33.56165269724200,25093.1502066799,8.82862423858425E-05,2.45373657876317E-07,-1.26541218906399E-09
1011,0.007977172817922,13.98096633134750,23400.8819596390,-1.30189341500317E-04,5.67725062411845E-08,-4.37447384465134E-10
1012,0.008087779702988,13.33382387175270,7502.3091021832,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
1013,0.007982091811962,19.02520381854200,9074.3929809551,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
1014,0.006806262971231,5.94141636122795,-8450.3868382992,-3.06761826272002E-04,-4.33974809511451E-07,2.09337699366286E-09
1015,0.007640226224920,8.37071132406798,-1794.7417799676,-1.54469418509676E-04,-1.83255935356796E-07,8.57392995042214E-10
1016,0.007831971167772,4.81751044412144,15611.4806064463,8.82862423858425E-05,2.45373657876317E-07,-1.26541218906399E-09
1017,0.006492152493804,10.47569046900740,8006.6637603435,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
1018,0.006032545282410,-26.13909524145230,15647.1767068918,-2.82481749262643E-04,-1.93946367913470E-07,7.98536614155516E-10
1019,0.006027186825532,54.90247065572060,15647.8813388080,-2.82481749262643E-04,-1.93946367913470E-07,7.98536614155516E-10
1020,0.007183422211131,8.84378256820402,16369.1366124220,8.82862423858425E-05,2.45373657876317E-07,-1.26541218906399E-09
1021,0.006154707913998,-1.96522666315632,8359.8698281385,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
1022,0.007080870266771,6.48831663625709,8040.4451877986,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
1023,0.006892508193962,9.96005845028439,14861.4870834639,-2.82481749262643E-04,-1.93946367913470E-07,7.98536614155516E-10
1024,0.006841516803011,10.95702352841240,6558.5328084568,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
1025,0.005643977829849,14.44608407246170,9971.7686088084,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
1026,0.006720000000000,5.01706154112545,-9514.3376696326,-3.37578471222985E-04,-4.70422520280848E-07,2.26723117970874E-09
1027,0.006557832918479,5.94940736920217,16186.8190942807,8.82862423858425E-05,2.45373657876317E-07,-1.26541218906399E-09
1028,0.006547531254188,7.86305189709879,1255.4517085369,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
1029,0.006418795096251,12.31464852741080,23190.1785080874,-1.30189341500317E-04,5.67725062411845E-08,-4.37447384465134E-10
1030,0.006332279455779,14.57364511499470,7267.0224868306,-2.17701074735002E-06,6.74629387978584E-08,-3.78591003578436E-10
1031,0.006231532895458,9.62299996233589,8469.5145738952,-4.34774157024969E-04,-4.44665242068124E-07,2.03452061277616E-09
1032,0.006195639794084,8.54797972701237,17155.1785518080,8.82862423858425E-05,2.45373657876317E-07,-1.26541218906399E-09
1033,0.004913470151422,-29.39503819144280,-1219.7556080913,-1.54469418509676E-04,-1.83255935356796E-07,8.57392995042214E-10
1034,0.004908752505212,51.64678735650300,-1219.0509761752,-1.54469418509676E-04,-1.83255935356796E-07,8.57392995042214E-10
1035,0.004741688543335,7.08926352955319,8240.7774384029,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
1036,0.005914676379748,2.80436253388192,9008.8046453260,-6.40061653764836E-05,-5.34521627833696E-09,-2.94281904433488E-11
1037,0.006044609047892,12.51461747148560,16433.5709622359,-2.82481749262643E-04,-1.93946367913470E-07,7.98536614155516E-10
1038,0.004986300152173,5.08229024238576,6357.0276205594,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
1039,0.005966342443557,3.83684120924220,497.7957025611,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
1040,0.005100545739491,9.19703149675100,8416.5454766840,-4.34774157024969E-04,-4.44665242068124E-07,2.03452061277616E-09
1041,0.005890000000000,12.82663673496760,7771.3471348283,-3.56575371912412E-05,3.16316201426235E-08,-2.59176545784346E-10
1042,0.005840658826020,6.70435739557493,-2005.4452315192,-1.54469418509676E-04,-1.83255935356796E-07,8.57392995042214E-10
1043,0.004202970338267,-13.39752695184310,8320.0549262406,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
1044,0.005836059760005,17.47641689245770,25126.8974231420,-1.30189341500317E-04,5.67725062411845E-08,-4.37447384465134E-10
1045,0.005737014833549,8.24689893477580,15254.5080531569,-2.82481749262643E-04,-1.93946367913470E-07,7.98536614155516E-10
1046,0.004150333427783,11.44627049208900,8477.2369910486,-3.30915880619168E-05,3.10588612597607E-08,-2.04009597010892E-10
1047,0.004647512703754,32.31171198812070,8438.3971897492,-2.16298573138809E-04,-2.56064090432991E-07,1.20655580817730E-09
